,Method,$\widehat{\beta}$
324,sample everything,0.38383838383838387
325,active (partial),0.4444444444444445
326,active (shifted),0.30303030303030304
327,active (partial+q_cv),0.4444444444444445
328,active (partial+cons_cv),0.30303030303030304
329,sample everything,0.30303030303030304
330,active (partial),0.4444444444444445
331,active (shifted),0.3434343434343435
332,active (partial+q_cv),0.4545454545454546
333,active (partial+cons_cv),0.3535353535353536
334,sample everything,0.3535353535353536
335,active (partial),0.4646464646464647
336,active (shifted),0.3535353535353536
337,active (partial+q_cv),0.4646464646464647
338,active (partial+cons_cv),0.3535353535353536
339,sample everything,0.3535353535353536
340,active (partial),0.4545454545454546
341,active (shifted),0.3535353535353536
342,active (partial+q_cv),0.4646464646464647
343,active (partial+cons_cv),0.3535353535353536
344,sample everything,0.36363636363636365
345,active (partial),0.4646464646464647
346,active (shifted),0.36363636363636365
347,active (partial+q_cv),0.4545454545454546
348,active (partial+cons_cv),0.37373737373737376
349,sample everything,0.37373737373737376
350,active (partial),0.4444444444444445
351,active (shifted),0.33333333333333337
352,active (partial+q_cv),0.43434343434343436
353,active (partial+cons_cv),0.3535353535353536
354,sample everything,0.3535353535353536
355,active (partial),0.4545454545454546
356,active (shifted),0.36363636363636365
357,active (partial+q_cv),0.4545454545454546
358,active (partial+cons_cv),0.36363636363636365
359,sample everything,0.36363636363636365
360,active (partial),0.4545454545454546
361,active (shifted),0.3535353535353536
362,active (partial+q_cv),0.4545454545454546
363,active (partial+cons_cv),0.36363636363636365
364,sample everything,0.36363636363636365
365,active (partial),0.4646464646464647
366,active (shifted),0.36363636363636365
367,active (partial+q_cv),0.4646464646464647
368,active (partial+cons_cv),0.38383838383838387
369,sample everything,0.36363636363636365
370,active (partial),0.4545454545454546
371,active (shifted),0.36363636363636365
372,active (partial+q_cv),0.4646464646464647
373,active (partial+cons_cv),0.36363636363636365
374,sample everything,0.36363636363636365
375,active (partial),0.4646464646464647
376,active (shifted),0.36363636363636365
377,active (partial+q_cv),0.4545454545454546
378,active (partial+cons_cv),0.38383838383838387
379,sample everything,0.36363636363636365
380,active (partial),0.4444444444444445
381,active (shifted),0.33333333333333337
382,active (partial+q_cv),0.4444444444444445
383,active (partial+cons_cv),0.36363636363636365
384,sample everything,0.33333333333333337
385,active (partial),0.4747474747474748
386,active (shifted),0.36363636363636365
387,active (partial+q_cv),0.4444444444444445
388,active (partial+cons_cv),0.4040404040404041
389,sample everything,0.36363636363636365
390,active (partial),0.4545454545454546
391,active (shifted),0.36363636363636365
392,active (partial+q_cv),0.4545454545454546
393,active (partial+cons_cv),0.36363636363636365
394,sample everything,0.37373737373737376
395,active (partial),0.4646464646464647
396,active (shifted),0.36363636363636365
397,active (partial+q_cv),0.4646464646464647
398,active (partial+cons_cv),0.36363636363636365
399,sample everything,0.37373737373737376
400,active (partial),0.4444444444444445
401,active (shifted),0.30303030303030304
402,active (partial+q_cv),0.4444444444444445
403,active (partial+cons_cv),0.30303030303030304
404,sample everything,0.30303030303030304
405,active (partial),0.4646464646464647
406,active (shifted),0.36363636363636365
407,active (partial+q_cv),0.4747474747474748
408,active (partial+cons_cv),0.36363636363636365
409,sample everything,0.36363636363636365
410,active (partial),0.4646464646464647
411,active (shifted),0.3535353535353536
412,active (partial+q_cv),0.4545454545454546
413,active (partial+cons_cv),0.37373737373737376
414,sample everything,0.36363636363636365
415,active (partial),0.48484848484848486
416,active (shifted),0.37373737373737376
417,active (partial+q_cv),0.4747474747474748
418,active (partial+cons_cv),0.4141414141414142
419,sample everything,0.393939393939394
420,active (partial),0.4646464646464647
421,active (shifted),0.36363636363636365
422,active (partial+q_cv),0.4444444444444445
423,active (partial+cons_cv),0.36363636363636365
424,sample everything,0.36363636363636365
425,active (partial),0.4545454545454546
426,active (shifted),0.33333333333333337
427,active (partial+q_cv),0.43434343434343436
428,active (partial+cons_cv),0.33333333333333337
429,sample everything,0.3434343434343435
430,active (partial),0.4444444444444445
431,active (shifted),0.3535353535353536
432,active (partial+q_cv),0.4545454545454546
433,active (partial+cons_cv),0.3535353535353536
434,sample everything,0.36363636363636365
435,active (partial),0.4646464646464647
436,active (shifted),0.3434343434343435
437,active (partial+q_cv),0.4747474747474748
438,active (partial+cons_cv),0.3434343434343435
439,sample everything,0.3535353535353536
440,active (partial),0.4646464646464647
441,active (shifted),0.36363636363636365
442,active (partial+q_cv),0.4747474747474748
443,active (partial+cons_cv),0.36363636363636365
444,sample everything,0.37373737373737376
445,active (partial),0.4444444444444445
446,active (shifted),0.3434343434343435
447,active (partial+q_cv),0.4545454545454546
448,active (partial+cons_cv),0.36363636363636365
449,sample everything,0.37373737373737376
450,active (partial),0.4545454545454546
451,active (shifted),0.3535353535353536
452,active (partial+q_cv),0.4646464646464647
453,active (partial+cons_cv),0.3535353535353536
454,sample everything,0.37373737373737376
455,active (partial),0.4444444444444445
456,active (shifted),0.3434343434343435
457,active (partial+q_cv),0.4444444444444445
458,active (partial+cons_cv),0.3434343434343435
459,sample everything,0.3535353535353536
460,active (partial),0.4646464646464647
461,active (shifted),0.36363636363636365
462,active (partial+q_cv),0.4646464646464647
463,active (partial+cons_cv),0.38383838383838387
464,sample everything,0.38383838383838387
465,active (partial),0.4747474747474748
466,active (shifted),0.37373737373737376
467,active (partial+q_cv),0.4646464646464647
468,active (partial+cons_cv),0.37373737373737376
469,sample everything,0.38383838383838387
470,active (partial),0.43434343434343436
471,active (shifted),0.3434343434343435
472,active (partial+q_cv),0.42424242424242425
473,active (partial+cons_cv),0.3434343434343435
474,sample everything,0.3434343434343435
475,active (partial),0.4545454545454546
476,active (shifted),0.3434343434343435
477,active (partial+q_cv),0.4444444444444445
478,active (partial+cons_cv),0.3535353535353536
479,sample everything,0.3535353535353536
480,active (partial),0.43434343434343436
481,active (shifted),0.32323232323232326
482,active (partial+q_cv),0.4444444444444445
483,active (partial+cons_cv),0.3434343434343435
484,sample everything,0.32323232323232326
485,active (partial),0.4545454545454546
486,active (shifted),0.3434343434343435
487,active (partial+q_cv),0.4444444444444445
488,active (partial+cons_cv),0.3434343434343435
489,sample everything,0.3434343434343435
490,active (partial),0.42424242424242425
491,active (shifted),0.33333333333333337
492,active (partial+q_cv),0.4444444444444445
493,active (partial+cons_cv),0.33333333333333337
494,sample everything,0.33333333333333337
495,active (partial),0.4646464646464647
496,active (shifted),0.36363636363636365
497,active (partial+q_cv),0.4444444444444445
498,active (partial+cons_cv),0.36363636363636365
499,sample everything,0.37373737373737376
500,active (partial),0.4545454545454546
501,active (shifted),0.3535353535353536
502,active (partial+q_cv),0.4646464646464647
503,active (partial+cons_cv),0.37373737373737376
504,sample everything,0.36363636363636365
505,active (partial),0.4444444444444445
506,active (shifted),0.3535353535353536
507,active (partial+q_cv),0.4545454545454546
508,active (partial+cons_cv),0.3434343434343435
509,sample everything,0.36363636363636365
510,active (partial),0.4444444444444445
511,active (shifted),0.3434343434343435
512,active (partial+q_cv),0.4444444444444445
513,active (partial+cons_cv),0.3535353535353536
514,sample everything,0.3535353535353536
515,active (partial),0.4646464646464647
516,active (shifted),0.3535353535353536
517,active (partial+q_cv),0.4545454545454546
518,active (partial+cons_cv),0.36363636363636365
519,sample everything,0.36363636363636365
520,active (partial),0.4545454545454546
521,active (shifted),0.3434343434343435
522,active (partial+q_cv),0.4545454545454546
523,active (partial+cons_cv),0.36363636363636365
524,sample everything,0.3434343434343435
525,active (partial),0.4646464646464647
526,active (shifted),0.36363636363636365
527,active (partial+q_cv),0.4646464646464647
528,active (partial+cons_cv),0.36363636363636365
529,sample everything,0.36363636363636365
530,active (partial),0.4545454545454546
531,active (shifted),0.36363636363636365
532,active (partial+q_cv),0.4747474747474748
533,active (partial+cons_cv),0.36363636363636365
534,sample everything,0.38383838383838387
535,active (partial),0.4444444444444445
536,active (shifted),0.3434343434343435
537,active (partial+q_cv),0.4545454545454546
538,active (partial+cons_cv),0.3434343434343435
539,sample everything,0.36363636363636365
540,active (partial),0.4646464646464647
541,active (shifted),0.3434343434343435
542,active (partial+q_cv),0.4646464646464647
543,active (partial+cons_cv),0.37373737373737376
544,sample everything,0.3434343434343435
545,active (partial),0.4545454545454546
546,active (shifted),0.36363636363636365
547,active (partial+q_cv),0.4545454545454546
548,active (partial+cons_cv),0.393939393939394
549,sample everything,0.38383838383838387
550,active (partial),0.48484848484848486
551,active (shifted),0.36363636363636365
552,active (partial+q_cv),0.4747474747474748
553,active (partial+cons_cv),0.393939393939394
554,sample everything,0.36363636363636365
555,active (partial),0.4545454545454546
556,active (shifted),0.3535353535353536
557,active (partial+q_cv),0.4444444444444445
558,active (partial+cons_cv),0.3535353535353536
559,sample everything,0.3535353535353536
560,active (partial),0.4545454545454546
561,active (shifted),0.3434343434343435
562,active (partial+q_cv),0.4444444444444445
563,active (partial+cons_cv),0.36363636363636365
564,sample everything,0.3535353535353536
565,active (partial),0.42424242424242425
566,active (shifted),0.32323232323232326
567,active (partial+q_cv),0.4444444444444445
568,active (partial+cons_cv),0.32323232323232326
569,sample everything,0.33333333333333337
570,active (partial),0.4444444444444445
571,active (shifted),0.33333333333333337
572,active (partial+q_cv),0.4545454545454546
573,active (partial+cons_cv),0.3535353535353536
574,sample everything,0.33333333333333337
575,active (partial),0.4545454545454546
576,active (shifted),0.3535353535353536
577,active (partial+q_cv),0.4545454545454546
578,active (partial+cons_cv),0.3535353535353536
579,sample everything,0.36363636363636365
580,active (partial),0.43434343434343436
581,active (shifted),0.33333333333333337
582,active (partial+q_cv),0.43434343434343436
583,active (partial+cons_cv),0.33333333333333337
584,sample everything,0.33333333333333337
585,active (partial),0.4646464646464647
586,active (shifted),0.3535353535353536
587,active (partial+q_cv),0.4141414141414142
588,active (partial+cons_cv),0.3535353535353536
589,sample everything,0.36363636363636365
590,active (partial),0.4545454545454546
591,active (shifted),0.3434343434343435
592,active (partial+q_cv),0.4444444444444445
593,active (partial+cons_cv),0.3434343434343435
594,sample everything,0.3535353535353536
595,active (partial),0.4747474747474748
596,active (shifted),0.36363636363636365
597,active (partial+q_cv),0.48484848484848486
598,active (partial+cons_cv),0.36363636363636365
599,sample everything,0.37373737373737376
600,active (partial),0.4747474747474748
601,active (shifted),0.3535353535353536
602,active (partial+q_cv),0.4747474747474748
603,active (partial+cons_cv),0.3535353535353536
604,sample everything,0.36363636363636365
605,active (partial),0.4747474747474748
606,active (shifted),0.36363636363636365
607,active (partial+q_cv),0.48484848484848486
608,active (partial+cons_cv),0.36363636363636365
609,sample everything,0.37373737373737376
610,active (partial),0.4444444444444445
611,active (shifted),0.33333333333333337
612,active (partial+q_cv),0.43434343434343436
613,active (partial+cons_cv),0.33333333333333337
614,sample everything,0.3535353535353536
615,active (partial),0.4646464646464647
616,active (shifted),0.3535353535353536
617,active (partial+q_cv),0.4545454545454546
618,active (partial+cons_cv),0.3535353535353536
619,sample everything,0.36363636363636365
620,active (partial),0.4646464646464647
621,active (shifted),0.3535353535353536
622,active (partial+q_cv),0.4646464646464647
623,active (partial+cons_cv),0.37373737373737376
624,sample everything,0.36363636363636365
625,active (partial),0.4444444444444445
626,active (shifted),0.3434343434343435
627,active (partial+q_cv),0.4444444444444445
628,active (partial+cons_cv),0.3434343434343435
629,sample everything,0.3434343434343435
630,active (partial),0.4646464646464647
631,active (shifted),0.3535353535353536
632,active (partial+q_cv),0.4646464646464647
633,active (partial+cons_cv),0.3535353535353536
634,sample everything,0.36363636363636365
635,active (partial),0.4747474747474748
636,active (shifted),0.33333333333333337
637,active (partial+q_cv),0.4646464646464647
638,active (partial+cons_cv),0.33333333333333337
639,sample everything,0.3434343434343435
640,active (partial),0.42424242424242425
641,active (shifted),0.33333333333333337
642,active (partial+q_cv),0.4545454545454546
643,active (partial+cons_cv),0.33333333333333337
644,sample everything,0.3535353535353536
645,active (partial),0.4646464646464647
646,active (shifted),0.3434343434343435
647,active (partial+q_cv),0.4545454545454546
648,active (partial+cons_cv),0.36363636363636365
649,sample everything,0.3535353535353536
650,active (partial),0.4747474747474748
651,active (shifted),0.36363636363636365
652,active (partial+q_cv),0.4747474747474748
653,active (partial+cons_cv),0.36363636363636365
654,sample everything,0.36363636363636365
655,active (partial),0.4545454545454546
656,active (shifted),0.3535353535353536
657,active (partial+q_cv),0.4545454545454546
658,active (partial+cons_cv),0.36363636363636365
659,sample everything,0.36363636363636365
660,active (partial),0.4646464646464647
661,active (shifted),0.37373737373737376
662,active (partial+q_cv),0.4646464646464647
663,active (partial+cons_cv),0.37373737373737376
664,sample everything,0.37373737373737376
665,active (partial),0.4646464646464647
666,active (shifted),0.3535353535353536
667,active (partial+q_cv),0.4747474747474748
668,active (partial+cons_cv),0.3535353535353536
669,sample everything,0.3535353535353536
670,active (partial),0.4646464646464647
671,active (shifted),0.3434343434343435
672,active (partial+q_cv),0.4646464646464647
673,active (partial+cons_cv),0.3434343434343435
674,sample everything,0.3434343434343435
675,active (partial),0.4545454545454546
676,active (shifted),0.36363636363636365
677,active (partial+q_cv),0.4646464646464647
678,active (partial+cons_cv),0.4141414141414142
679,sample everything,0.38383838383838387
680,active (partial),0.4545454545454546
681,active (shifted),0.3535353535353536
682,active (partial+q_cv),0.4545454545454546
683,active (partial+cons_cv),0.3535353535353536
684,sample everything,0.3535353535353536
685,active (partial),0.4646464646464647
686,active (shifted),0.3434343434343435
687,active (partial+q_cv),0.43434343434343436
688,active (partial+cons_cv),0.36363636363636365
689,sample everything,0.3434343434343435
690,active (partial),0.4444444444444445
691,active (shifted),0.3434343434343435
692,active (partial+q_cv),0.4444444444444445
693,active (partial+cons_cv),0.3434343434343435
694,sample everything,0.3434343434343435
695,active (partial),0.4545454545454546
696,active (shifted),0.3434343434343435
697,active (partial+q_cv),0.4646464646464647
698,active (partial+cons_cv),0.36363636363636365
699,sample everything,0.3434343434343435
700,active (partial),0.4646464646464647
701,active (shifted),0.3535353535353536
702,active (partial+q_cv),0.4646464646464647
703,active (partial+cons_cv),0.3535353535353536
704,sample everything,0.3535353535353536
705,active (partial),0.4545454545454546
706,active (shifted),0.3434343434343435
707,active (partial+q_cv),0.4545454545454546
708,active (partial+cons_cv),0.36363636363636365
709,sample everything,0.3434343434343435
710,active (partial),0.4747474747474748
711,active (shifted),0.36363636363636365
712,active (partial+q_cv),0.4646464646464647
713,active (partial+cons_cv),0.36363636363636365
714,sample everything,0.36363636363636365
715,active (partial),0.4646464646464647
716,active (shifted),0.3535353535353536
717,active (partial+q_cv),0.4646464646464647
718,active (partial+cons_cv),0.3535353535353536
719,sample everything,0.37373737373737376
720,active (partial),0.4545454545454546
721,active (shifted),0.36363636363636365
722,active (partial+q_cv),0.4545454545454546
723,active (partial+cons_cv),0.36363636363636365
724,sample everything,0.38383838383838387
725,active (partial),0.4545454545454546
726,active (shifted),0.3535353535353536
727,active (partial+q_cv),0.4545454545454546
728,active (partial+cons_cv),0.36363636363636365
729,sample everything,0.36363636363636365
730,active (partial),0.4545454545454546
731,active (shifted),0.3535353535353536
732,active (partial+q_cv),0.4545454545454546
733,active (partial+cons_cv),0.3535353535353536
734,sample everything,0.3535353535353536
735,active (partial),0.43434343434343436
736,active (shifted),0.3434343434343435
737,active (partial+q_cv),0.4444444444444445
738,active (partial+cons_cv),0.3434343434343435
739,sample everything,0.36363636363636365
740,active (partial),0.4646464646464647
741,active (shifted),0.33333333333333337
742,active (partial+q_cv),0.4646464646464647
743,active (partial+cons_cv),0.33333333333333337
744,sample everything,0.33333333333333337
745,active (partial),0.4646464646464647
746,active (shifted),0.36363636363636365
747,active (partial+q_cv),0.4646464646464647
748,active (partial+cons_cv),0.38383838383838387
749,sample everything,0.36363636363636365
750,active (partial),0.4545454545454546
751,active (shifted),0.37373737373737376
752,active (partial+q_cv),0.4646464646464647
753,active (partial+cons_cv),0.37373737373737376
754,sample everything,0.37373737373737376
755,active (partial),0.4545454545454546
756,active (shifted),0.3535353535353536
