,Method,$\widehat{\beta}$
377,active (partial+q_cv),0.37373737373737376
378,active (partial+cons_cv),0.36363636363636365
379,sample everything,0.36363636363636365
380,active (partial),0.37373737373737376
381,active (shifted),0.33333333333333337
382,active (partial+q_cv),0.37373737373737376
383,active (partial+cons_cv),0.36363636363636365
384,sample everything,0.33333333333333337
385,active (partial),0.38383838383838387
386,active (shifted),0.36363636363636365
387,active (partial+q_cv),0.393939393939394
388,active (partial+cons_cv),0.37373737373737376
389,sample everything,0.36363636363636365
390,active (partial),0.37373737373737376
391,active (shifted),0.3434343434343435
392,active (partial+q_cv),0.37373737373737376
393,active (partial+cons_cv),0.3434343434343435
394,sample everything,0.37373737373737376
395,active (partial),0.4040404040404041
396,active (shifted),0.36363636363636365
397,active (partial+q_cv),0.393939393939394
398,active (partial+cons_cv),0.36363636363636365
399,sample everything,0.37373737373737376
400,active (partial),0.38383838383838387
401,active (shifted),0.30303030303030304
402,active (partial+q_cv),0.36363636363636365
403,active (partial+cons_cv),0.3535353535353536
404,sample everything,0.30303030303030304
405,active (partial),0.38383838383838387
406,active (shifted),0.3434343434343435
407,active (partial+q_cv),0.38383838383838387
408,active (partial+cons_cv),0.3535353535353536
409,sample everything,0.36363636363636365
410,active (partial),0.38383838383838387
411,active (shifted),0.3434343434343435
412,active (partial+q_cv),0.38383838383838387
413,active (partial+cons_cv),0.36363636363636365
414,sample everything,0.36363636363636365
415,active (partial),0.38383838383838387
416,active (shifted),0.36363636363636365
417,active (partial+q_cv),0.393939393939394
418,active (partial+cons_cv),0.36363636363636365
419,sample everything,0.393939393939394
420,active (partial),0.38383838383838387
421,active (shifted),0.3535353535353536
422,active (partial+q_cv),0.37373737373737376
423,active (partial+cons_cv),0.3535353535353536
424,sample everything,0.36363636363636365
425,active (partial),0.37373737373737376
426,active (shifted),0.33333333333333337
427,active (partial+q_cv),0.36363636363636365
428,active (partial+cons_cv),0.33333333333333337
429,sample everything,0.3434343434343435
430,active (partial),0.37373737373737376
431,active (shifted),0.3434343434343435
432,active (partial+q_cv),0.37373737373737376
433,active (partial+cons_cv),0.36363636363636365
434,sample everything,0.36363636363636365
435,active (partial),0.38383838383838387
436,active (shifted),0.3434343434343435
437,active (partial+q_cv),0.38383838383838387
438,active (partial+cons_cv),0.3434343434343435
439,sample everything,0.3535353535353536
440,active (partial),0.38383838383838387
441,active (shifted),0.3535353535353536
442,active (partial+q_cv),0.37373737373737376
443,active (partial+cons_cv),0.3434343434343435
444,sample everything,0.37373737373737376
445,active (partial),0.36363636363636365
446,active (shifted),0.33333333333333337
447,active (partial+q_cv),0.37373737373737376
448,active (partial+cons_cv),0.36363636363636365
449,sample everything,0.37373737373737376
450,active (partial),0.38383838383838387
451,active (shifted),0.3535353535353536
452,active (partial+q_cv),0.393939393939394
453,active (partial+cons_cv),0.3535353535353536
454,sample everything,0.37373737373737376
455,active (partial),0.393939393939394
456,active (shifted),0.3434343434343435
457,active (partial+q_cv),0.37373737373737376
458,active (partial+cons_cv),0.3434343434343435
459,sample everything,0.3535353535353536
460,active (partial),0.38383838383838387
461,active (shifted),0.3535353535353536
462,active (partial+q_cv),0.38383838383838387
463,active (partial+cons_cv),0.37373737373737376
464,sample everything,0.38383838383838387
465,active (partial),0.38383838383838387
466,active (shifted),0.3535353535353536
467,active (partial+q_cv),0.38383838383838387
468,active (partial+cons_cv),0.3535353535353536
469,sample everything,0.38383838383838387
470,active (partial),0.38383838383838387
471,active (shifted),0.3434343434343435
472,active (partial+q_cv),0.37373737373737376
473,active (partial+cons_cv),0.37373737373737376
474,sample everything,0.3434343434343435
475,active (partial),0.37373737373737376
476,active (shifted),0.33333333333333337
477,active (partial+q_cv),0.37373737373737376
478,active (partial+cons_cv),0.36363636363636365
479,sample everything,0.3535353535353536
480,active (partial),0.37373737373737376
481,active (shifted),0.32323232323232326
482,active (partial+q_cv),0.37373737373737376
483,active (partial+cons_cv),0.3434343434343435
484,sample everything,0.32323232323232326
485,active (partial),0.38383838383838387
486,active (shifted),0.3434343434343435
487,active (partial+q_cv),0.38383838383838387
488,active (partial+cons_cv),0.3434343434343435
489,sample everything,0.3434343434343435
490,active (partial),0.36363636363636365
491,active (shifted),0.33333333333333337
492,active (partial+q_cv),0.37373737373737376
493,active (partial+cons_cv),0.3535353535353536
494,sample everything,0.33333333333333337
495,active (partial),0.38383838383838387
496,active (shifted),0.3434343434343435
497,active (partial+q_cv),0.38383838383838387
498,active (partial+cons_cv),0.3434343434343435
499,sample everything,0.37373737373737376
500,active (partial),0.38383838383838387
501,active (shifted),0.3434343434343435
502,active (partial+q_cv),0.38383838383838387
503,active (partial+cons_cv),0.36363636363636365
504,sample everything,0.36363636363636365
505,active (partial),0.37373737373737376
506,active (shifted),0.3434343434343435
507,active (partial+q_cv),0.38383838383838387
508,active (partial+cons_cv),0.3535353535353536
509,sample everything,0.36363636363636365
510,active (partial),0.37373737373737376
511,active (shifted),0.33333333333333337
512,active (partial+q_cv),0.37373737373737376
513,active (partial+cons_cv),0.3434343434343435
514,sample everything,0.3535353535353536
515,active (partial),0.38383838383838387
516,active (shifted),0.3434343434343435
517,active (partial+q_cv),0.37373737373737376
518,active (partial+cons_cv),0.36363636363636365
519,sample everything,0.36363636363636365
520,active (partial),0.37373737373737376
521,active (shifted),0.3434343434343435
522,active (partial+q_cv),0.37373737373737376
523,active (partial+cons_cv),0.36363636363636365
524,sample everything,0.3434343434343435
525,active (partial),0.393939393939394
526,active (shifted),0.3535353535353536
527,active (partial+q_cv),0.38383838383838387
528,active (partial+cons_cv),0.36363636363636365
529,sample everything,0.36363636363636365
530,active (partial),0.393939393939394
531,active (shifted),0.3535353535353536
532,active (partial+q_cv),0.393939393939394
533,active (partial+cons_cv),0.36363636363636365
534,sample everything,0.38383838383838387
535,active (partial),0.37373737373737376
536,active (shifted),0.3434343434343435
537,active (partial+q_cv),0.38383838383838387
538,active (partial+cons_cv),0.3434343434343435
539,sample everything,0.36363636363636365
540,active (partial),0.38383838383838387
541,active (shifted),0.3434343434343435
542,active (partial+q_cv),0.38383838383838387
543,active (partial+cons_cv),0.36363636363636365
544,sample everything,0.3434343434343435
545,active (partial),0.38383838383838387
546,active (shifted),0.3535353535353536
547,active (partial+q_cv),0.38383838383838387
548,active (partial+cons_cv),0.38383838383838387
549,sample everything,0.38383838383838387
550,active (partial),0.38383838383838387
551,active (shifted),0.36363636363636365
552,active (partial+q_cv),0.38383838383838387
553,active (partial+cons_cv),0.37373737373737376
554,sample everything,0.36363636363636365
555,active (partial),0.37373737373737376
556,active (shifted),0.3434343434343435
557,active (partial+q_cv),0.37373737373737376
558,active (partial+cons_cv),0.3434343434343435
559,sample everything,0.3535353535353536
560,active (partial),0.38383838383838387
561,active (shifted),0.3434343434343435
562,active (partial+q_cv),0.37373737373737376
563,active (partial+cons_cv),0.3434343434343435
564,sample everything,0.3535353535353536
565,active (partial),0.37373737373737376
566,active (shifted),0.32323232323232326
567,active (partial+q_cv),0.37373737373737376
568,active (partial+cons_cv),0.32323232323232326
569,sample everything,0.33333333333333337
570,active (partial),0.38383838383838387
571,active (shifted),0.33333333333333337
572,active (partial+q_cv),0.38383838383838387
573,active (partial+cons_cv),0.3535353535353536
574,sample everything,0.33333333333333337
575,active (partial),0.38383838383838387
576,active (shifted),0.3535353535353536
577,active (partial+q_cv),0.37373737373737376
578,active (partial+cons_cv),0.3434343434343435
579,sample everything,0.36363636363636365
580,active (partial),0.37373737373737376
581,active (shifted),0.32323232323232326
582,active (partial+q_cv),0.37373737373737376
583,active (partial+cons_cv),0.36363636363636365
584,sample everything,0.33333333333333337
585,active (partial),0.393939393939394
586,active (shifted),0.3434343434343435
587,active (partial+q_cv),0.393939393939394
588,active (partial+cons_cv),0.37373737373737376
589,sample everything,0.36363636363636365
590,active (partial),0.38383838383838387
591,active (shifted),0.3434343434343435
592,active (partial+q_cv),0.37373737373737376
593,active (partial+cons_cv),0.36363636363636365
594,sample everything,0.3535353535353536
595,active (partial),0.38383838383838387
596,active (shifted),0.3535353535353536
597,active (partial+q_cv),0.38383838383838387
598,active (partial+cons_cv),0.3535353535353536
599,sample everything,0.37373737373737376
600,active (partial),0.38383838383838387
601,active (shifted),0.3434343434343435
602,active (partial+q_cv),0.38383838383838387
603,active (partial+cons_cv),0.36363636363636365
604,sample everything,0.36363636363636365
605,active (partial),0.393939393939394
606,active (shifted),0.3535353535353536
607,active (partial+q_cv),0.393939393939394
608,active (partial+cons_cv),0.36363636363636365
609,sample everything,0.37373737373737376
610,active (partial),0.38383838383838387
611,active (shifted),0.33333333333333337
612,active (partial+q_cv),0.38383838383838387
613,active (partial+cons_cv),0.36363636363636365
614,sample everything,0.3535353535353536
615,active (partial),0.38383838383838387
616,active (shifted),0.3535353535353536
617,active (partial+q_cv),0.38383838383838387
618,active (partial+cons_cv),0.3535353535353536
619,sample everything,0.36363636363636365
620,active (partial),0.38383838383838387
621,active (shifted),0.3434343434343435
622,active (partial+q_cv),0.38383838383838387
623,active (partial+cons_cv),0.37373737373737376
624,sample everything,0.36363636363636365
625,active (partial),0.38383838383838387
626,active (shifted),0.3434343434343435
627,active (partial+q_cv),0.38383838383838387
628,active (partial+cons_cv),0.36363636363636365
629,sample everything,0.3434343434343435
630,active (partial),0.393939393939394
631,active (shifted),0.3535353535353536
632,active (partial+q_cv),0.4040404040404041
633,active (partial+cons_cv),0.37373737373737376
634,sample everything,0.36363636363636365
635,active (partial),0.38383838383838387
636,active (shifted),0.33333333333333337
637,active (partial+q_cv),0.37373737373737376
638,active (partial+cons_cv),0.33333333333333337
639,sample everything,0.3434343434343435
640,active (partial),0.37373737373737376
641,active (shifted),0.33333333333333337
642,active (partial+q_cv),0.37373737373737376
643,active (partial+cons_cv),0.3434343434343435
644,sample everything,0.3535353535353536
645,active (partial),0.393939393939394
646,active (shifted),0.3434343434343435
647,active (partial+q_cv),0.38383838383838387
648,active (partial+cons_cv),0.3535353535353536
649,sample everything,0.3535353535353536
650,active (partial),0.37373737373737376
651,active (shifted),0.3434343434343435
652,active (partial+q_cv),0.37373737373737376
653,active (partial+cons_cv),0.3434343434343435
654,sample everything,0.36363636363636365
655,active (partial),0.38383838383838387
656,active (shifted),0.3434343434343435
657,active (partial+q_cv),0.38383838383838387
658,active (partial+cons_cv),0.3434343434343435
659,sample everything,0.36363636363636365
660,active (partial),0.38383838383838387
661,active (shifted),0.36363636363636365
662,active (partial+q_cv),0.38383838383838387
663,active (partial+cons_cv),0.37373737373737376
664,sample everything,0.37373737373737376
665,active (partial),0.37373737373737376
666,active (shifted),0.3535353535353536
667,active (partial+q_cv),0.38383838383838387
668,active (partial+cons_cv),0.3535353535353536
669,sample everything,0.3535353535353536
670,active (partial),0.393939393939394
671,active (shifted),0.3434343434343435
672,active (partial+q_cv),0.38383838383838387
673,active (partial+cons_cv),0.3434343434343435
674,sample everything,0.3434343434343435
675,active (partial),0.38383838383838387
676,active (shifted),0.3434343434343435
677,active (partial+q_cv),0.38383838383838387
678,active (partial+cons_cv),0.37373737373737376
679,sample everything,0.38383838383838387
680,active (partial),0.38383838383838387
681,active (shifted),0.3535353535353536
682,active (partial+q_cv),0.38383838383838387
683,active (partial+cons_cv),0.36363636363636365
684,sample everything,0.3535353535353536
685,active (partial),0.37373737373737376
686,active (shifted),0.33333333333333337
687,active (partial+q_cv),0.37373737373737376
688,active (partial+cons_cv),0.36363636363636365
689,sample everything,0.3434343434343435
690,active (partial),0.38383838383838387
691,active (shifted),0.3434343434343435
692,active (partial+q_cv),0.37373737373737376
693,active (partial+cons_cv),0.3434343434343435
694,sample everything,0.3434343434343435
695,active (partial),0.37373737373737376
696,active (shifted),0.3434343434343435
697,active (partial+q_cv),0.37373737373737376
698,active (partial+cons_cv),0.3535353535353536
699,sample everything,0.3434343434343435
700,active (partial),0.38383838383838387
701,active (shifted),0.3535353535353536
702,active (partial+q_cv),0.38383838383838387
703,active (partial+cons_cv),0.3535353535353536
704,sample everything,0.3535353535353536
705,active (partial),0.37373737373737376
706,active (shifted),0.3434343434343435
707,active (partial+q_cv),0.37373737373737376
708,active (partial+cons_cv),0.3434343434343435
709,sample everything,0.3434343434343435
710,active (partial),0.38383838383838387
711,active (shifted),0.3535353535353536
712,active (partial+q_cv),0.38383838383838387
713,active (partial+cons_cv),0.3434343434343435
714,sample everything,0.36363636363636365
715,active (partial),0.38383838383838387
716,active (shifted),0.3434343434343435
717,active (partial+q_cv),0.37373737373737376
718,active (partial+cons_cv),0.37373737373737376
719,sample everything,0.37373737373737376
720,active (partial),0.37373737373737376
721,active (shifted),0.36363636363636365
722,active (partial+q_cv),0.38383838383838387
723,active (partial+cons_cv),0.3434343434343435
724,sample everything,0.38383838383838387
725,active (partial),0.38383838383838387
726,active (shifted),0.3434343434343435
727,active (partial+q_cv),0.38383838383838387
728,active (partial+cons_cv),0.36363636363636365
729,sample everything,0.36363636363636365
730,active (partial),0.38383838383838387
731,active (shifted),0.3434343434343435
732,active (partial+q_cv),0.38383838383838387
733,active (partial+cons_cv),0.36363636363636365
734,sample everything,0.3535353535353536
735,active (partial),0.38383838383838387
736,active (shifted),0.3434343434343435
737,active (partial+q_cv),0.38383838383838387
738,active (partial+cons_cv),0.3434343434343435
739,sample everything,0.36363636363636365
740,active (partial),0.37373737373737376
741,active (shifted),0.33333333333333337
742,active (partial+q_cv),0.37373737373737376
743,active (partial+cons_cv),0.3535353535353536
744,sample everything,0.33333333333333337
745,active (partial),0.393939393939394
746,active (shifted),0.3535353535353536
747,active (partial+q_cv),0.393939393939394
748,active (partial+cons_cv),0.37373737373737376
749,sample everything,0.36363636363636365
750,active (partial),0.38383838383838387
751,active (shifted),0.3535353535353536
752,active (partial+q_cv),0.36363636363636365
753,active (partial+cons_cv),0.3535353535353536
754,sample everything,0.37373737373737376
755,active (partial),0.38383838383838387
756,active (shifted),0.33333333333333337
757,active (partial+q_cv),0.38383838383838387
758,active (partial+cons_cv),0.36363636363636365
759,sample everything,0.36363636363636365
